,Subcorpus,Filename,Year data collection,Placement test score (raw),Placement test score (%),Proficiency,Sex,Age,School/University/Institution,Major,Year at university/school,L1,Father's native language,Mother's native language,Languages spoken at home,Age of exposure to English,Years studying English,Stay abroad in English speaking country (>= 1 month),Stay abroad (where),Stay abroad (when),Stay abroad (months),Language certificates (type and level),Proficiency (self-assessment) speaking,Proficiency (self-assessment) listening,Proficiency (self-assessment) reading,Proficiency (self-assessment) writing,Proficiency (self-assessment),Additional foreign language(s),Proficiency (self-assessment) in additional language speaking,Proficiency (self-assessment) in additional language listening,Proficiency (self-assessment) in additional language reading,Proficiency (self-assessment) in additional language writing,Medium,Task number,Task title,Writing/audio details,Minutes taken to complete the task,Where the task was done,Resources used,Text,Original text,word_counts,pos_counts,word_pos_pairs
0,Learners,DE_WR_B2_21_13_14_DS,2018,40 / 60,66.7,B2 (upper intermediate),Male,21,Universität Bremen,SoSe 2018 (2. Semester),Musikwissenschaften/English-Speaking Cultures,German,Russian,Russian,German,8,13,No,,,0,,B2 (upper intermediate),B2 (upper intermediate),B2 (upper intermediate),B2 (upper intermediate),4 / 6,,,,,,Written,14,14. Chaplin,written_online,7,Outside classroom,"Background readings about the task topic (newspapers, internet, TV, etc.)","In the following clip, one can see Charlie Chaplin going through a street. A few seconds later after smoking a cigarette, he discovers a child lying on the floor. He picks it up and searches for the mother. Afterwards, a mother with a child passes by. Chaplin thinks, that she might be the mother of the child. But that is not the case, because she denies being the mother. This leads to Chaplin laying the child back down where he found it, until a police officer appears. Without wanting to leave a bad impression, he picks up the child again and runs away, until he gives it to a homeless person on the way. The homeless person lays the child in a baby buggy, which belongs to the mother from a few moments ago. Of course there is no other than Charlie Chaplin who appears afterwards, which leads to the mother beating him up. The policeman appears afterwards as well, so Chaplin has to leave again with the baby. Sitting on the street with the kid, Chaplin discovers a letter and gets to know that the child has been abandoned by its parents. Finally, one can see Chaplin smiling towards the orphan holding it.",,"{"","":13,""."":13,""A"":1,""Afterwards"":1,""But"":1,""Chaplin"":7,""Charlie"":2,""Finally"":1,""He"":1,""In"":1,""Of"":1,""Sitting"":1,""The"":2,""This"":1,""Without"":1,""a"":11,""abandoned"":1,""after"":1,""afterwards"":2,""again"":2,""ago"":1,""and"":3,""appears"":3,""as"":1,""away"":1,""baby"":2,""back"":1,""bad"":1,""be"":1,""beating"":1,""because"":1,""been"":1,""being"":1,""belongs"":1,""buggy"":1,""by"":2,""can"":2,""case"":1,""child"":7,""cigarette"":1,""clip"":1,""course"":1,""denies"":1,""discovers"":2,""down"":1,""few"":2,""floor"":1,""following"":1,""for"":1,""found"":1,""from"":1,""gets"":1,""gives"":1,""going"":1,""has"":2,""he"":4,""him"":1,""holding"":1,""homeless"":2,""impression"":1,""in"":1,""is"":2,""it"":4,""its"":1,""kid"":1,""know"":1,""later"":1,""laying"":1,""lays"":1,""leads"":2,""leave"":2,""letter"":1,""lying"":1,""might"":1,""moments"":1,""mother"":6,""no"":1,""not"":1,""of"":1,""officer"":1,""on"":3,""one"":2,""orphan"":1,""other"":1,""parents"":1,""passes"":1,""person"":2,""picks"":2,""police"":1,""policeman"":1,""runs"":1,""searches"":1,""seconds"":1,""see"":2,""she"":2,""smiling"":1,""smoking"":1,""so"":1,""street"":2,""than"":1,""that"":3,""the"":18,""there"":1,""thinks"":1,""through"":1,""to"":7,""towards"":1,""until"":2,""up"":3,""wanting"":1,""way"":1,""well"":1,""where"":1,""which"":2,""who"":1,""with"":3}","{""ADJ"":8,""ADP"":25,""ADV"":16,""AUX"":8,""CCONJ"":4,""DET"":33,""NOUN"":34,""PART"":4,""PRON"":21,""PROPN"":9,""PUNCT"":26,""SCONJ"":6,""VERB"":36}","In,ADP,the,DET,following,ADJ,clip,NOUN,,,PUNCT,one,PRON,can,AUX,see,VERB,Charlie,PROPN,Chaplin,PROPN,going,VERB,through,ADP,a,DET,street,NOUN,.,PUNCT,A,DET,few,ADJ,seconds,NOUN,later,ADV,after,ADP,smoking,VERB,a,DET,cigarette,NOUN,,,PUNCT,he,PRON,discovers,VERB,a,DET,child,NOUN,lying,VERB,on,ADP,the,DET,floor,NOUN,.,PUNCT,He,PRON,picks,VERB,it,PRON,up,ADP,and,CCONJ,searches,VERB,for,ADP,the,DET,mother,NOUN,.,PUNCT,Afterwards,ADV,,,PUNCT,a,DET,mother,NOUN,with,ADP,a,DET,child,NOUN,passes,VERB,by,ADP,.,PUNCT,Chaplin,PROPN,thinks,VERB,,,PUNCT,that,SCONJ,she,PRON,might,AUX,be,AUX,the,DET,mother,NOUN,of,ADP,the,DET,child,NOUN,.,PUNCT,But,CCONJ,that,PRON,is,AUX,not,PART,the,DET,case,NOUN,,,PUNCT,because,SCONJ,she,PRON,denies,VERB,being,AUX,the,DET,mother,NOUN,.,PUNCT,This,PRON,leads,VERB,to,ADP,Chaplin,PROPN,laying,VERB,the,DET,child,NOUN,back,ADV,down,ADV,where,SCONJ,he,PRON,found,VERB,it,PRON,,,PUNCT,until,SCONJ,a,DET,police,NOUN,officer,NOUN,appears,VERB,.,PUNCT,Without,ADP,wanting,VERB,to,PART,leave,VERB,a,DET,bad,ADJ,impression,NOUN,,,PUNCT,he,PRON,picks,VERB,up,ADP,the,DET,child,NOUN,again,ADV,and,CCONJ,runs,VERB,away,ADV,,,PUNCT,until,SCONJ,he,PRON,gives,VERB,it,PRON,to,ADP,a,DET,homeless,ADJ,person,NOUN,on,ADP,the,DET,way,NOUN,.,PUNCT,The,DET,homeless,ADJ,person,NOUN,lays,VERB,the,DET,child,NOUN,in,ADP,a,DET,baby,NOUN,buggy,ADJ,,,PUNCT,which,PRON,belongs,VERB,to,ADP,the,DET,mother,NOUN,from,ADP,a,DET,few,ADJ,moments,NOUN,ago,ADV,.,PUNCT,Of,ADV,course,ADV,there,PRON,is,VERB,no,DET,other,ADJ,than,ADP,Charlie,PROPN,Chaplin,PROPN,who,PRON,appears,VERB,afterwards,ADV,,,PUNCT,which,PRON,leads,VERB,to,ADP,the,DET,mother,NOUN,beating,VERB,him,PRON,up,ADP,.,PUNCT,The,DET,policeman,NOUN,appears,VERB,afterwards,ADV,as,ADV,well,ADV,,,PUNCT,so,ADV,Chaplin,PROPN,has,VERB,to,PART,leave,VERB,again,ADV,with,ADP,the,DET,baby,NOUN,.,PUNCT,Sitting,VERB,on,ADP,the,DET,street,NOUN,with,ADP,the,DET,kid,NOUN,,,PUNCT,Chaplin,PROPN,discovers,VERB,a,DET,letter,NOUN,and,CCONJ,gets,VERB,to,PART,know,VERB,that,SCONJ,the,DET,child,NOUN,has,AUX,been,AUX,abandoned,VERB,by,ADP,its,PRON,parents,NOUN,.,PUNCT,Finally,ADV,,,PUNCT,one,PRON,can,AUX,see,VERB,Chaplin,PROPN,smiling,VERB,towards,ADP,the,DET,orphan,NOUN,holding,VERB,it,PRON,.,PUNCT"
1,Learners,DE_WR_B2_22_11_14_AK,2019,41 / 60,68.3,B2 (upper intermediate),Male,22,Universität Bremen,English-speaking-cultures,"English, Französich, Erziehungswissenschaften",German,French,Tagalog,Tagalog,1,11,No,,,0,,B2 (upper intermediate),C1 (lower advanced),C1 (lower advanced),B2 (upper intermediate),4.5 / 6,French,B2 (upper intermediate),B2 (upper intermediate),B2 (upper intermediate),B2 (upper intermediate),Written,14,14. Chaplin,written_online,900,Outside classroom,,"The short movie is about Charlie Chaplin finding a baby and searching for its parents. In the first sequence one can see Charlie Chaplin lighting a cigarette. By doing so he suddenly notices a baby besides the bins on the ground. He is not able to identify the parents of the baby. As he sees a woman passing by with a stroller, he suggests that it could be the mother of the baby. So he layed the baby in to the stroller. It turned out that it was not her baby. As a consequence she started mocking at Charlie, so he had to take it out of the stroller again. As he had no other idea where to place down the baby, he layed it back to the place he found the baby. But this move failed again. A officer cought him laying down the baby on the floor so he had to pick up the baby again. Once more he is disperately thinking of an other option. He encounters an old man, which he could hand over the baby with a ruse and flees right afterwards. This olderly man then sees the woman with the stroller, and puts it in the stroller as Charlie had done before. Therfore the woman suggested Charlie the one ho had put the baby in her stroller as Charlie crossed her way. She hits him with a umbrella and gives him back the baby. Charlie gives up and now realises that it is  an orphan baby as he finds a small letter which says to please take care of that orphan baby.",,"{"" "":1,"","":5,""."":17,""A"":1,""As"":3,""But"":1,""By"":1,""Chaplin"":2,""Charlie"":7,""He"":2,""In"":1,""It"":1,""Once"":1,""She"":1,""So"":1,""The"":1,""Therfore"":1,""This"":1,""a"":9,""able"":1,""about"":1,""afterwards"":1,""again"":3,""an"":3,""and"":5,""as"":3,""at"":1,""baby"":15,""back"":2,""be"":1,""before"":1,""besides"":1,""bins"":1,""by"":1,""can"":1,""care"":1,""cigarette"":1,""consequence"":1,""cought"":1,""could"":2,""crossed"":1,""disperately"":1,""doing"":1,""done"":1,""down"":2,""encounters"":1,""failed"":1,""finding"":1,""finds"":1,""first"":1,""flees"":1,""floor"":1,""for"":1,""found"":1,""gives"":2,""ground"":1,""had"":5,""hand"":1,""he"":12,""her"":3,""him"":3,""hits"":1,""ho"":1,""idea"":1,""identify"":1,""in"":3,""is"":4,""it"":6,""its"":1,""layed"":2,""laying"":1,""letter"":1,""lighting"":1,""man"":2,""mocking"":1,""more"":1,""mother"":1,""move"":1,""movie"":1,""no"":1,""not"":2,""notices"":1,""now"":1,""of"":5,""officer"":1,""old"":1,""olderly"":1,""on"":2,""one"":2,""option"":1,""orphan"":2,""other"":2,""out"":2,""over"":1,""parents"":2,""passing"":1,""pick"":1,""place"":2,""please"":1,""put"":1,""puts"":1,""realises"":1,""right"":1,""ruse"":1,""says"":1,""searching"":1,""see"":1,""sees"":2,""sequence"":1,""she"":1,""short"":1,""small"":1,""so"":3,""started"":1,""stroller"":6,""suddenly"":1,""suggested"":1,""suggests"":1,""take"":2,""that"":4,""the"":24,""then"":1,""thinking"":1,""this"":1,""to"":7,""turned"":1,""umbrella"":1,""up"":2,""was"":1,""way"":1,""where"":1,""which"":2,""with"":4,""woman"":3}","{""ADJ"":9,""ADP"":29,""ADV"":17,""AUX"":12,""CCONJ"":6,""DET"":42,""NOUN"":48,""NUM"":1,""PART"":7,""PRON"":33,""PROPN"":10,""PUNCT"":22,""SCONJ"":11,""SPACE"":1,""VERB"":43}","The,DET,short,ADJ,movie,NOUN,is,AUX,about,ADP,Charlie,PROPN,Chaplin,PROPN,finding,VERB,a,DET,baby,NOUN,and,CCONJ,searching,VERB,for,ADP,its,PRON,parents,NOUN,.,PUNCT,In,ADP,the,DET,first,ADJ,sequence,NOUN,one,PRON,can,AUX,see,VERB,Charlie,PROPN,Chaplin,PROPN,lighting,VERB,a,DET,cigarette,NOUN,.,PUNCT,By,ADP,doing,VERB,so,ADV,he,PRON,suddenly,ADV,notices,VERB,a,DET,baby,NOUN,besides,SCONJ,the,DET,bins,NOUN,on,ADP,the,DET,ground,NOUN,.,PUNCT,He,PRON,is,AUX,not,PART,able,ADJ,to,PART,identify,VERB,the,DET,parents,NOUN,of,ADP,the,DET,baby,NOUN,.,PUNCT,As,SCONJ,he,PRON,sees,VERB,a,DET,woman,NOUN,passing,VERB,by,ADV,with,ADP,a,DET,stroller,NOUN,,,PUNCT,he,PRON,suggests,VERB,that,SCONJ,it,PRON,could,AUX,be,AUX,the,DET,mother,NOUN,of,ADP,the,DET,baby,NOUN,.,PUNCT,So,ADV,he,PRON,layed,VERB,the,DET,baby,NOUN,in,ADP,to,ADP,the,DET,stroller,NOUN,.,PUNCT,It,PRON,turned,VERB,out,ADP,that,SCONJ,it,PRON,was,AUX,not,PART,her,PRON,baby,NOUN,.,PUNCT,As,ADP,a,DET,consequence,NOUN,she,PRON,started,VERB,mocking,VERB,at,ADP,Charlie,PROPN,,,PUNCT,so,ADV,he,PRON,had,VERB,to,PART,take,VERB,it,PRON,out,ADP,of,ADP,the,DET,stroller,NOUN,again,ADV,.,PUNCT,As,SCONJ,he,PRON,had,VERB,no,DET,other,ADJ,idea,NOUN,where,SCONJ,to,PART,place,VERB,down,ADP,the,DET,baby,NOUN,,,PUNCT,he,PRON,layed,VERB,it,PRON,back,ADV,to,ADP,the,DET,place,NOUN,he,PRON,found,VERB,the,DET,baby,NOUN,.,PUNCT,But,CCONJ,this,DET,move,NOUN,failed,VERB,again,ADV,.,PUNCT,A,DET,officer,NOUN,cought,VERB,him,PRON,laying,VERB,down,ADP,the,DET,baby,NOUN,on,ADP,the,DET,floor,NOUN,so,SCONJ,he,PRON,had,VERB,to,PART,pick,VERB,up,ADP,the,DET,baby,NOUN,again,ADV,.,PUNCT,Once,ADV,more,ADJ,he,PRON,is,AUX,disperately,ADV,thinking,VERB,of,ADP,an,DET,other,ADJ,option,NOUN,.,PUNCT,He,PRON,encounters,VERB,an,DET,old,ADJ,man,NOUN,,,PUNCT,which,PRON,he,PRON,could,AUX,hand,VERB,over,ADP,the,DET,baby,NOUN,with,ADP,a,DET,ruse,NOUN,and,CCONJ,flees,VERB,right,ADV,afterwards,ADV,.,PUNCT,This,DET,olderly,ADJ,man,NOUN,then,ADV,sees,VERB,the,DET,woman,NOUN,with,ADP,the,DET,stroller,NOUN,,,PUNCT,and,CCONJ,puts,VERB,it,PRON,in,ADP,the,DET,stroller,NOUN,as,SCONJ,Charlie,PROPN,had,AUX,done,VERB,before,ADV,.,PUNCT,Therfore,VERB,the,DET,woman,NOUN,suggested,VERB,Charlie,PROPN,the,DET,one,NUM,ho,PROPN,had,AUX,put,VERB,the,DET,baby,NOUN,in,ADP,her,PRON,stroller,NOUN,as,SCONJ,Charlie,PROPN,crossed,VERB,her,PRON,way,NOUN,.,PUNCT,She,PRON,hits,VERB,him,PRON,with,ADP,a,DET,umbrella,NOUN,and,CCONJ,gives,VERB,him,PRON,back,ADV,the,DET,baby,NOUN,.,PUNCT,Charlie,PROPN,gives,VERB,up,ADP,and,CCONJ,now,ADV,realises,VERB,that,SCONJ,it,PRON,is,AUX, ,SPACE,an,DET,orphan,NOUN,baby,NOUN,as,SCONJ,he,PRON,finds,VERB,a,DET,small,ADJ,letter,NOUN,which,PRON,says,VERB,to,PART,please,AUX,take,VERB,care,NOUN,of,ADP,that,DET,orphan,NOUN,baby,NOUN,.,PUNCT"
2,Learners,DE_WR_B2_18_9_14_TB,2019,43 / 60,71.7,B2 (upper intermediate),Male,18,Universität Bremen,Lehramtsoption Gymnasium/Oberschule,"Mathematik, Englisch",German,Turkish,Turkish,German,9,9,No,England,2017,0,,B2 (upper intermediate),B2 (upper intermediate),B2 (upper intermediate),B2 (upper intermediate),4 / 6,Turkish,A2 (upper beginner),B1 (lower intermediate),A2 (upper beginner),A1 (lower beginner),Written,14,14. Chaplin,written_online,15,Outside classroom,Bilingual dictionary (German/English),Charles walks down a street trying to dodge trash that people throw out of their windows. After that he finds a lonely baby in a corner while he just started smoking a cigarette. He decides to pick up the baby and discovers a mother with a baby carriage and a child in it. He thought the baby belongs to her so he puts him in the stroller. The mother gets upset telling him to take his baby back. So he took the baby back and placed it right where he found him but this time a police officer walks by. He takes the baby again back and walks around with him until he finds another person. He gives the baby in his arms and runs away. The guy with the baby finds the mother with the stroller as well and so he puts the baby in it and walks away. Charles now randomly walks by the baby carriage as the mother sees the random baby in it again. She hits Charles a few times and force him to take the baby out by speaking to the police officer. So he picks the baby back up and sits at a roadside. There he finds a paper which was hidden in the clothing of the baby. It leads to him being happy and deciding to keep the baby.,,"{""."":14,""After"":1,""Charles"":3,""He"":4,""It"":1,""She"":1,""So"":2,""The"":2,""There"":1,""a"":11,""again"":2,""and"":10,""another"":1,""arms"":1,""around"":1,""as"":2,""at"":1,""away"":2,""baby"":16,""back"":4,""being"":1,""belongs"":1,""but"":1,""by"":3,""carriage"":2,""child"":1,""cigarette"":1,""clothing"":1,""corner"":1,""decides"":1,""deciding"":1,""discovers"":1,""dodge"":1,""down"":1,""few"":1,""finds"":4,""force"":1,""found"":1,""gets"":1,""gives"":1,""guy"":1,""happy"":1,""he"":9,""her"":1,""hidden"":1,""him"":6,""his"":2,""hits"":1,""in"":7,""it"":4,""just"":1,""keep"":1,""leads"":1,""lonely"":1,""mother"":4,""now"":1,""of"":2,""officer"":2,""out"":2,""paper"":1,""people"":1,""person"":1,""pick"":1,""picks"":1,""placed"":1,""police"":2,""puts"":2,""random"":1,""randomly"":1,""right"":1,""roadside"":1,""runs"":1,""sees"":1,""sits"":1,""smoking"":1,""so"":2,""speaking"":1,""started"":1,""street"":1,""stroller"":2,""take"":2,""takes"":1,""telling"":1,""that"":2,""the"":19,""their"":1,""this"":1,""thought"":1,""throw"":1,""time"":1,""times"":1,""to"":8,""took"":1,""trash"":1,""trying"":1,""until"":1,""up"":2,""upset"":1,""walks"":5,""was"":1,""well"":1,""where"":1,""which"":1,""while"":1,""windows"":1,""with"":4}","{""ADJ"":5,""ADP"":25,""ADV"":21,""AUX"":2,""CCONJ"":11,""DET"":34,""NOUN"":43,""PART"":5,""PRON"":32,""PROPN"":3,""PUNCT"":14,""SCONJ"":4,""VERB"":41}","Charles,PROPN,walks,VERB,down,ADP,a,DET,street,NOUN,trying,VERB,to,PART,dodge,VERB,trash,NOUN,that,PRON,people,NOUN,throw,VERB,out,ADP,of,ADP,their,PRON,windows,NOUN,.,PUNCT,After,ADP,that,PRON,he,PRON,finds,VERB,a,DET,lonely,ADJ,baby,NOUN,in,ADP,a,DET,corner,NOUN,while,SCONJ,he,PRON,just,ADV,started,VERB,smoking,VERB,a,DET,cigarette,NOUN,.,PUNCT,He,PRON,decides,VERB,to,PART,pick,VERB,up,ADP,the,DET,baby,NOUN,and,CCONJ,discovers,VERB,a,DET,mother,NOUN,with,ADP,a,DET,baby,NOUN,carriage,NOUN,and,CCONJ,a,DET,child,NOUN,in,ADP,it,PRON,.,PUNCT,He,PRON,thought,VERB,the,DET,baby,NOUN,belongs,VERB,to,ADP,her,PRON,so,ADV,he,PRON,puts,VERB,him,PRON,in,ADP,the,DET,stroller,NOUN,.,PUNCT,The,DET,mother,NOUN,gets,VERB,upset,ADJ,telling,VERB,him,PRON,to,PART,take,VERB,his,PRON,baby,NOUN,back,ADV,.,PUNCT,So,ADV,he,PRON,took,VERB,the,DET,baby,NOUN,back,ADV,and,CCONJ,placed,VERB,it,PRON,right,ADV,where,SCONJ,he,PRON,found,VERB,him,PRON,but,CCONJ,this,DET,time,NOUN,a,DET,police,NOUN,officer,NOUN,walks,VERB,by,ADV,.,PUNCT,He,PRON,takes,VERB,the,DET,baby,NOUN,again,ADV,back,ADV,and,CCONJ,walks,VERB,around,ADV,with,ADP,him,PRON,until,SCONJ,he,PRON,finds,VERB,another,DET,person,NOUN,.,PUNCT,He,PRON,gives,VERB,the,DET,baby,NOUN,in,ADP,his,PRON,arms,NOUN,and,CCONJ,runs,VERB,away,ADV,.,PUNCT,The,DET,guy,NOUN,with,ADP,the,DET,baby,NOUN,finds,VERB,the,DET,mother,NOUN,with,ADP,the,DET,stroller,NOUN,as,ADV,well,ADV,and,CCONJ,so,ADV,he,PRON,puts,VERB,the,DET,baby,NOUN,in,ADP,it,PRON,and,CCONJ,walks,VERB,away,ADV,.,PUNCT,Charles,PROPN,now,ADV,randomly,ADV,walks,VERB,by,ADP,the,DET,baby,NOUN,carriage,NOUN,as,SCONJ,the,DET,mother,NOUN,sees,VERB,the,DET,random,ADJ,baby,NOUN,in,ADP,it,PRON,again,ADV,.,PUNCT,She,PRON,hits,VERB,Charles,PROPN,a,DET,few,ADJ,times,NOUN,and,CCONJ,force,VERB,him,PRON,to,PART,take,VERB,the,DET,baby,NOUN,out,ADP,by,ADP,speaking,VERB,to,ADP,the,DET,police,NOUN,officer,NOUN,.,PUNCT,So,ADV,he,PRON,picks,VERB,the,DET,baby,NOUN,back,ADV,up,ADP,and,CCONJ,sits,VERB,at,ADP,a,DET,roadside,NOUN,.,PUNCT,There,ADV,he,PRON,finds,VERB,a,DET,paper,NOUN,which,PRON,was,AUX,hidden,VERB,in,ADP,the,DET,clothing,NOUN,of,ADP,the,DET,baby,NOUN,.,PUNCT,It,PRON,leads,VERB,to,ADP,him,PRON,being,AUX,happy,ADJ,and,CCONJ,deciding,VERB,to,PART,keep,VERB,the,DET,baby,NOUN,.,PUNCT"
3,Learners,DE_WR_B2_22_13.5_14_PS,2019,45 / 60,75,B2 (upper intermediate),Male,22,Universität Bremen,Lehramt Gymnasium/Oberschule,Englisch/Biologie,German,German,German,German,8,13.5,No,,,0,,B2 (upper intermediate),B2 (upper intermediate),C1 (lower advanced),C1 (lower advanced),4.5 / 6,,,,,,Written,14,14. Chaplin,written_online,15,Outside classroom,Bilingual dictionary (German/English),"Charlie Chaplin discovers a baby in a dirty side alley and tries to get rid of it. First, he tries to put it in a stroller with another baby, but gets yelled at by the mother. Then he wants to put it back where he found it, but a police officer sees him. And lastly, he gives it to an old man and flees. After his attempt to follow Chaplin, the old man puts the baby in the same stroller in that Chaplin layed it before while the mother was not looking. Chaplin walks by as the mother found the second baby again and the police officer joins to their discussion, thus Chaplin taking the baby again. At last, Chaplin found a note pleading the finder of the kid to love and care for it and marking it as an orphan. Chaplin then takes the baby with him.",,"{"","":7,""."":8,""After"":1,""And"":1,""At"":1,""Chaplin"":7,""Charlie"":1,""First"":1,""Then"":1,""a"":5,""again"":2,""alley"":1,""an"":2,""and"":5,""another"":1,""as"":2,""at"":1,""attempt"":1,""baby"":6,""back"":1,""before"":1,""but"":2,""by"":2,""care"":1,""dirty"":1,""discovers"":1,""discussion"":1,""finder"":1,""flees"":1,""follow"":1,""for"":1,""found"":3,""get"":1,""gets"":1,""gives"":1,""he"":4,""him"":2,""his"":1,""in"":4,""it"":8,""joins"":1,""kid"":1,""last"":1,""lastly"":1,""layed"":1,""looking"":1,""love"":1,""man"":2,""marking"":1,""mother"":3,""not"":1,""note"":1,""of"":2,""officer"":2,""old"":2,""orphan"":1,""pleading"":1,""police"":2,""put"":2,""puts"":1,""rid"":1,""same"":1,""second"":1,""sees"":1,""side"":1,""stroller"":2,""takes"":1,""taking"":1,""that"":1,""the"":12,""their"":1,""then"":1,""thus"":1,""to"":7,""tries"":2,""walks"":1,""wants"":1,""was"":1,""where"":1,""while"":1,""with"":2,""yelled"":1}","{""ADJ"":6,""ADP"":17,""ADV"":10,""AUX"":3,""CCONJ"":8,""DET"":20,""NOUN"":26,""PART"":6,""PRON"":16,""PROPN"":8,""PUNCT"":15,""SCONJ"":4,""VERB"":24}","Charlie,PROPN,Chaplin,PROPN,discovers,VERB,a,DET,baby,NOUN,in,ADP,a,DET,dirty,ADJ,side,NOUN,alley,NOUN,and,CCONJ,tries,VERB,to,PART,get,AUX,rid,VERB,of,ADP,it,PRON,.,PUNCT,First,ADV,,,PUNCT,he,PRON,tries,VERB,to,PART,put,VERB,it,PRON,in,ADP,a,DET,stroller,NOUN,with,ADP,another,DET,baby,NOUN,,,PUNCT,but,CCONJ,gets,AUX,yelled,ADJ,at,ADP,by,ADP,the,DET,mother,NOUN,.,PUNCT,Then,ADV,he,PRON,wants,VERB,to,PART,put,VERB,it,PRON,back,ADV,where,SCONJ,he,PRON,found,VERB,it,PRON,,,PUNCT,but,CCONJ,a,DET,police,NOUN,officer,NOUN,sees,VERB,him,PRON,.,PUNCT,And,CCONJ,lastly,ADV,,,PUNCT,he,PRON,gives,VERB,it,PRON,to,ADP,an,DET,old,ADJ,man,NOUN,and,CCONJ,flees,NOUN,.,PUNCT,After,ADP,his,PRON,attempt,NOUN,to,PART,follow,VERB,Chaplin,PROPN,,,PUNCT,the,DET,old,ADJ,man,NOUN,puts,VERB,the,DET,baby,NOUN,in,ADP,the,DET,same,ADJ,stroller,NOUN,in,ADP,that,SCONJ,Chaplin,PROPN,layed,VERB,it,PRON,before,ADV,while,SCONJ,the,DET,mother,NOUN,was,AUX,not,PART,looking,VERB,.,PUNCT,Chaplin,PROPN,walks,VERB,by,ADP,as,SCONJ,the,DET,mother,NOUN,found,VERB,the,DET,second,ADJ,baby,NOUN,again,ADV,and,CCONJ,the,DET,police,NOUN,officer,NOUN,joins,VERB,to,ADP,their,PRON,discussion,NOUN,,,PUNCT,thus,ADV,Chaplin,PROPN,taking,VERB,the,DET,baby,NOUN,again,ADV,.,PUNCT,At,ADP,last,ADV,,,PUNCT,Chaplin,PROPN,found,VERB,a,DET,note,NOUN,pleading,VERB,the,DET,finder,NOUN,of,ADP,the,DET,kid,NOUN,to,PART,love,VERB,and,CCONJ,care,VERB,for,ADP,it,PRON,and,CCONJ,marking,VERB,it,PRON,as,ADP,an,DET,orphan,NOUN,.,PUNCT,Chaplin,PROPN,then,ADV,takes,VERB,the,DET,baby,NOUN,with,ADP,him,PRON,.,PUNCT"
