Subcorpus	Filename	Year data collection	Placement test score (raw)	Placement test score (%)	Proficiency	Sex	Age	School/University/Institution	Major	Year at university/school	L1	Father's native language	Mother's native language	Languages spoken at home	Age of exposure to English	Years studying English	Stay abroad in English speaking country (>= 1 month)	Stay abroad (where)	Stay abroad (when)	Stay abroad (months)	Language certificates (type and level)	Proficiency (self-assessment) speaking	Proficiency (self-assessment) listening	Proficiency (self-assessment) reading	Proficiency (self-assessment) writing	Proficiency (self-assessment)	Additional foreign language(s)	Proficiency (self-assessment) in additional language speaking	Proficiency (self-assessment) in additional language listening	Proficiency (self-assessment) in additional language reading	Proficiency (self-assessment) in additional language writing	Medium	Task number	Task title	Writing/audio details	Minutes taken to complete the task	Where the task was done	Resources used	Text	Original text	word_counts	pos_counts
Learners	DE_SP_B1_33_10_14_JR	2018	38 / 60	63.3	B1 (lower intermediate)	Female	33	Universität Bremen	English-Speaking Cultures, Philosophie	2	German	German	German	German	10	10.0	No			0.0		B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	3.75 / 6	French	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Spoken	14	14. Chaplin	spoken_offline_lab				Ok this story is about toch uh Charles Chaplin get in touch with the baby and it starts when he walks down a shabby side road / and people uh threw their trash out of the window and / he was hit by some trash and then he um put on a new cigarette / and he heard a baby screaming and he looked down on the ground where the baby lies / and he picks it up / and uh / when he looks at the baby behind him there’s a woman / uh  carrying a ba=baggy with the baby in it and he uh / turns around and decides that maybe she uh / is the mother of the baby or he could just put it / into it and uh / when he does uh the uh woman cam=came back and si uh told him that it’s not hers and he should pick it up again / then he picks it up and wants to put it back on the ground / and uh / while he does that a police officer’s coming / uh right behind him and looks very / uh strict and uh Charlie Chaplan decides to pick the baby up again and walks away / and he uh / meets an elderly man xxx walking stock and asked him to hold the baby for a moment and uh / the man said yes and then Charlie Chaplin walks away and uh the old man walks / with the baby / along the street and finds the baggy from the woman before / and / he decides to put in the baby and walks away as well and then the woman came back from a shop / and uh she finds the additional baby / and is mad and that happened when Charlie Chaplin crosses her way and she / follows him with her umbrella and is really uh angry / and they start to fight / over the baby and there uh huge discussion when the policemen from before / arrives and Charlie Chapman decides to avoid any more trouble that he picks the baby up again / and / then he walks back to the street sit down and uh other things uh options where he could pick the bae uh put the baby and he decide to uh / look in the hole / but then he uh hhh he decides to take a closer look at the baby and he finds uh / a piece of paper where it said that / eh whoever finds the baby should uh take care of it and love this orphan child and then he decides to / pick it up and take it somewhere else		{'Ok': 1, 'this': 2, 'story': 1, 'is': 4, 'about': 1, 'toch': 1, 'uh': 27, 'Charles': 1, 'Chaplin': 3, 'get': 1, 'in': 4, 'touch': 1, 'with': 4, 'the': 30, 'baby': 16, 'and': 42, 'it': 13, 'starts': 1, 'when': 5, 'he': 23, 'walks': 6, 'down': 3, 'a': 10, 'shabby': 1, 'side': 1, 'road': 1, '/': 36, 'people': 1, 'threw': 1, 'their': 1, 'trash': 2, 'out': 1, 'of': 4, 'window': 1, 'was': 1, 'hit': 1, 'by': 1, 'some': 1, 'then': 7, 'um': 1, 'put': 5, 'on': 3, 'new': 1, 'cigarette': 1, 'heard': 1, 'screaming': 1, 'looked': 1, 'ground': 2, 'where': 3, 'lies': 1, 'picks': 3, 'up': 6, 'looks': 2, 'at': 2, 'behind': 2, 'him': 5, 'there': 2, '’s': 3, 'woman': 4, ' ': 1, 'carrying': 1, 'ba': 1, '=': 2, 'baggy': 2, 'turns': 1, 'around': 1, 'decides': 6, 'that': 6, 'maybe': 1, 'she': 3, 'mother': 1, 'or': 1, 'could': 2, 'just': 1, 'into': 1, 'does': 2, 'cam': 1, 'came': 2, 'back': 4, 'si': 1, 'told': 1, 'not': 1, 'hers': 1, 'should': 2, 'pick': 4, 'again': 3, 'wants': 1, 'to': 10, 'while': 1, 'police': 1, 'officer': 1, 'coming': 1, 'right': 1, 'very': 1, 'strict': 1, 'Charlie': 4, 'Chaplan': 1, 'away': 3, 'meets': 1, 'an': 1, 'elderly': 1, 'man': 3, 'xxx': 1, 'walking': 1, 'stock': 1, 'asked': 1, 'hold': 1, 'for': 1, 'moment': 1, 'said': 2, 'yes': 1, 'old': 1, 'along': 1, 'street': 2, 'finds': 4, 'from': 3, 'before': 2, 'as': 1, 'well': 1, 'shop': 1, 'additional': 1, 'mad': 1, 'happened': 1, 'crosses': 1, 'her': 2, 'way': 1, 'follows': 1, 'umbrella': 1, 'really': 1, 'angry': 1, 'they': 1, 'start': 1, 'fight': 1, 'over': 1, 'huge': 1, 'discussion': 1, 'policemen': 1, 'arrives': 1, 'Chapman': 1, 'avoid': 1, 'any': 1, 'more': 1, 'trouble': 1, 'sit': 1, 'other': 1, 'things': 1, 'options': 1, 'bae': 1, 'decide': 1, 'look': 2, 'hole': 1, 'but': 1, 'hhh': 1, 'take': 3, 'closer': 1, 'piece': 1, 'paper': 1, 'eh': 1, 'whoever': 1, 'care': 1, 'love': 1, 'orphan': 1, 'child': 1, 'somewhere': 1, 'else': 1}	{'INTJ': 32, 'DET': 45, 'NOUN': 63, 'AUX': 9, 'ADP': 38, 'PROPN': 12, 'VERB': 70, 'CCONJ': 44, 'PRON': 53, 'SCONJ': 13, 'ADJ': 12, 'PUNCT': 29, 'SYM': 7, 'ADV': 31, 'SPACE': 1, 'PART': 11}
Learners	DE_WR_B1_33_10_14_JR	2018	38 / 60	63.3	B1 (lower intermediate)	Female	33	Universität Bremen	English-Speaking Cultures, Philosophie	2	German	German	German	German	10	10.0	No			0.0		B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	3.75 / 6	French	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	14	14. Chaplin	written_online	40.0	Outside classroom	Monolingual dictionary (Spanish)	Charlie Chaplin is walking down a street with quite shabby looking houses when he suddenly got hit by some trash that seemed to be thrown out of a window (which is not visible to the audience in the screen ) and should have fallen into the waste can next to Chaplin. <br/>  <br/> Chaplin lights another cigarette, throws his gloves into the trash and looks to the other side where he finds a baby covered in a blanket lying on the Floor. He looks up to the window from where the trash was thrown out and picks the baby up.  <br/>  <br/> Right behind him arrives a woman with a Buggy. She seems to look for something.Chaplin tries to get her attention, while she is returning from entering a house entrance he sets the baby into the buggy to the other kid. The woman is furious and tells him after Chaplin wants to leave her with both kids in the buggy to take the kid back and he eventually does that and walks away. <br/>  <br/> Chaplin arrives at the spot where he found the baby and put it back while a policeman arrived behind him seriously scanning the Situation. Chaplin turning around and almost stumbling into the policeman returns to the baby, picks it up and walks around the corner and finds an elderly man with a walking stick. Chaplin puts the baby in his arms and fastly walks away after pretending he needs to tie up his shoe. <br/>  <br/> The elderly man quickly walks with the baby around the corner just to find a buggy with another kid inside where he places the baby and disappears. After he is gone the woman from before steps out of the entrance and looks at the buggy, gets annoyed and is likely to look for Charlie Chaplin who encounters again the police man and eventually passes without any reaction. She follows him, hits him with her umbrella and drags him back to the buggy. They argue about the baby when the policeman joints the situation. Finally, Chaplin takes the baby out of the buggy and walks away, so do the others.  <br/>  <br/> Chaplin sits on the sidewalk thinking about putting the baby into a duct but then he rolls back.  <br/> He looks at the baby and finds a note saying that this baby is an orphan and needs love and care.  <br/> He smiles at the baby in his arms, gets up and walks away with it.		{'Charlie': 2, 'Chaplin': 11, 'is': 7, 'walking': 2, 'down': 1, 'a': 12, 'street': 1, 'with': 8, 'quite': 1, 'shabby': 1, 'looking': 1, 'houses': 1, 'when': 2, 'he': 9, 'suddenly': 1, 'got': 1, 'hit': 1, 'by': 1, 'some': 1, 'trash': 3, 'that': 3, 'seemed': 1, 'to': 15, 'be': 1, 'thrown': 2, 'out': 4, 'of': 3, 'window': 2, '(': 1, 'which': 1, 'not': 1, 'visible': 1, 'the': 39, 'audience': 1, 'in': 5, 'screen': 1, ')': 1, 'and': 21, 'should': 1, 'have': 1, 'fallen': 1, 'into': 5, 'waste': 1, 'can': 1, 'next': 1, '.': 18, '<': 12, 'br/': 12, '>': 12, ' ': 9, 'lights': 1, 'another': 2, 'cigarette': 1, ',': 8, 'throws': 1, 'his': 4, 'gloves': 1, 'looks': 4, 'other': 2, 'side': 1, 'where': 4, 'finds': 3, 'baby': 14, 'covered': 1, 'blanket': 1, 'lying': 1, 'on': 2, 'Floor': 1, 'He': 3, 'up': 5, 'from': 3, 'was': 1, 'picks': 2, 'Right': 1, 'behind': 2, 'him': 6, 'arrives': 2, 'woman': 3, 'Buggy': 1, 'She': 2, 'seems': 1, 'look': 2, 'for': 2, 'something': 1, 'tries': 1, 'get': 1, 'her': 3, 'attention': 1, 'while': 2, 'she': 1, 'returning': 1, 'entering': 1, 'house': 1, 'entrance': 2, 'sets': 1, 'buggy': 6, 'kid': 3, 'The': 2, 'furious': 1, 'tells': 1, 'after': 2, 'wants': 1, 'leave': 1, 'both': 1, 'kids': 1, 'take': 1, 'back': 4, 'eventually': 2, 'does': 1, 'walks': 6, 'away': 4, 'at': 4, 'spot': 1, 'found': 1, 'put': 1, 'it': 3, 'policeman': 3, 'arrived': 1, 'seriously': 1, 'scanning': 1, 'Situation': 1, 'turning': 1, 'around': 3, 'almost': 1, 'stumbling': 1, 'returns': 1, 'corner': 2, 'an': 2, 'elderly': 2, 'man': 3, 'stick': 1, 'puts': 1, 'arms': 2, 'fastly': 1, 'pretending': 1, 'needs': 2, 'tie': 1, 'shoe': 1, 'quickly': 1, 'just': 1, 'find': 1, 'inside': 1, 'places': 1, 'disappears': 1, 'After': 1, 'gone': 1, 'before': 1, 'steps': 1, 'gets': 2, 'annoyed': 1, 'likely': 1, 'who': 1, 'encounters': 1, 'again': 1, 'police': 1, 'passes': 1, 'without': 1, 'any': 1, 'reaction': 1, 'follows': 1, 'hits': 1, 'umbrella': 1, 'drags': 1, 'They': 1, 'argue': 1, 'about': 2, 'joints': 1, 'situation': 1, 'Finally': 1, 'takes': 1, 'so': 1, 'do': 1, 'others': 1, 'sits': 1, 'sidewalk': 1, 'thinking': 1, 'putting': 1, 'duct': 1, 'but': 1, 'then': 1, 'rolls': 1, 'note': 1, 'saying': 1, 'this': 1, 'orphan': 1, 'love': 1, 'care': 1, 'smiles': 1}	{'PROPN': 26, 'AUX': 13, 'VERB': 76, 'ADP': 59, 'DET': 61, 'NOUN': 71, 'ADV': 24, 'ADJ': 10, 'SCONJ': 11, 'PRON': 37, 'PART': 9, 'PUNCT': 28, 'CCONJ': 22, 'X': 24, 'SPACE': 9}
Learners	DE_WR_B1_24_16_14_MW	2018	39 / 60	65.0	B1 (lower intermediate)	Female	24	Universität Bremen	Sprachwissenschaften	Germanistik und English-Speaking-Cultures	German	German	German	German	8	16.0	No			0.0		C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	4.75 / 6	Spanish	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C1 (lower advanced)	Written	14	14. Chaplin	written_online	10.0	Outside classroom		"In this video ""The boy, the kid"" by Charles Chaplin is a men who is walking down a street and finds a baby wrapped up in blankets. He is trying to find the parents or just the mother of this baby. After trying to get the baby in to a carrier of a women, the women refuses the baby, that this is not her baby. Charles Chaplin is walking down the street and is getting involved with a police officer by trying to get rit of the baby on the street. He is walking around and giving the baby to an old men. At the end Charles Chaplin is keeping the baby."		"{'In': 1, 'this': 3, 'video': 1, '""': 2, 'The': 1, 'boy': 1, ',': 3, 'the': 12, 'kid': 1, 'by': 2, 'Charles': 3, 'Chaplin': 3, 'is': 8, 'a': 6, 'men': 2, 'who': 1, 'walking': 3, 'down': 2, 'street': 3, 'and': 3, 'finds': 1, 'baby': 8, 'wrapped': 1, 'up': 1, 'in': 2, 'blankets': 1, '.': 6, 'He': 2, 'trying': 3, 'to': 5, 'find': 1, 'parents': 1, 'or': 1, 'just': 1, 'mother': 1, 'of': 3, 'After': 1, 'get': 2, 'carrier': 1, 'women': 2, 'refuses': 1, 'that': 1, 'not': 1, 'her': 1, 'getting': 1, 'involved': 1, 'with': 1, 'police': 1, 'officer': 1, 'rit': 1, 'on': 1, 'around': 1, 'giving': 1, 'an': 1, 'old': 1, 'At': 1, 'end': 1, 'keeping': 1}"	{'ADP': 17, 'DET': 22, 'NOUN': 26, 'PUNCT': 11, 'PROPN': 6, 'AUX': 9, 'PRON': 5, 'VERB': 15, 'CCONJ': 4, 'PART': 4, 'ADV': 2, 'SCONJ': 1, 'ADJ': 1}
Learners	DE_WR_B2_21_13_14_DS	2018	40 / 60	66.7	B2 (upper intermediate)	Male	21	Universität Bremen	SoSe 2018 (2. Semester)	Musikwissenschaften/English-Speaking Cultures	German	Russian	Russian	German	8	13.0	No			0.0		B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6						Written	14	14. Chaplin	written_online	7.0	Outside classroom	Background readings about the task topic (newspapers, internet, TV, etc.)	In the following clip, one can see Charlie Chaplin going through a street. A few seconds later after smoking a cigarette, he discovers a child lying on the floor. He picks it up and searches for the mother. Afterwards, a mother with a child passes by. Chaplin thinks, that she might be the mother of the child. But that is not the case, because she denies being the mother. This leads to Chaplin laying the child back down where he found it, until a police officer appears. Without wanting to leave a bad impression, he picks up the child again and runs away, until he gives it to a homeless person on the way. The homeless person lays the child in a baby buggy, which belongs to the mother from a few moments ago. Of course there is no other than Charlie Chaplin who appears afterwards, which leads to the mother beating him up. The policeman appears afterwards as well, so Chaplin has to leave again with the baby. Sitting on the street with the kid, Chaplin discovers a letter and gets to know that the child has been abandoned by its parents. Finally, one can see Chaplin smiling towards the orphan holding it.		{'In': 1, 'the': 18, 'following': 1, 'clip': 1, ',': 13, 'one': 2, 'can': 2, 'see': 2, 'Charlie': 2, 'Chaplin': 7, 'going': 1, 'through': 1, 'a': 11, 'street': 2, '.': 13, 'A': 1, 'few': 2, 'seconds': 1, 'later': 1, 'after': 1, 'smoking': 1, 'cigarette': 1, 'he': 4, 'discovers': 2, 'child': 7, 'lying': 1, 'on': 3, 'floor': 1, 'He': 1, 'picks': 2, 'it': 4, 'up': 3, 'and': 3, 'searches': 1, 'for': 1, 'mother': 6, 'Afterwards': 1, 'with': 3, 'passes': 1, 'by': 2, 'thinks': 1, 'that': 3, 'she': 2, 'might': 1, 'be': 1, 'of': 1, 'But': 1, 'is': 2, 'not': 1, 'case': 1, 'because': 1, 'denies': 1, 'being': 1, 'This': 1, 'leads': 2, 'to': 7, 'laying': 1, 'back': 1, 'down': 1, 'where': 1, 'found': 1, 'until': 2, 'police': 1, 'officer': 1, 'appears': 3, 'Without': 1, 'wanting': 1, 'leave': 2, 'bad': 1, 'impression': 1, 'again': 2, 'runs': 1, 'away': 1, 'gives': 1, 'homeless': 2, 'person': 2, 'way': 1, 'The': 2, 'lays': 1, 'in': 1, 'baby': 2, 'buggy': 1, 'which': 2, 'belongs': 1, 'from': 1, 'moments': 1, 'ago': 1, 'Of': 1, 'course': 1, 'there': 1, 'no': 1, 'other': 1, 'than': 1, 'who': 1, 'afterwards': 2, 'beating': 1, 'him': 1, 'policeman': 1, 'as': 1, 'well': 1, 'so': 1, 'has': 2, 'Sitting': 1, 'kid': 1, 'letter': 1, 'gets': 1, 'know': 1, 'been': 1, 'abandoned': 1, 'its': 1, 'parents': 1, 'Finally': 1, 'smiling': 1, 'towards': 1, 'orphan': 1, 'holding': 1}	{'ADP': 25, 'DET': 33, 'ADJ': 8, 'NOUN': 34, 'PUNCT': 26, 'PRON': 21, 'AUX': 8, 'VERB': 36, 'PROPN': 9, 'ADV': 16, 'CCONJ': 4, 'SCONJ': 6, 'PART': 4}
Learners	DE_WR_B2_22_11_14_AK	2019	41 / 60	68.3	B2 (upper intermediate)	Male	22	Universität Bremen	English-speaking-cultures	English, Französich, Erziehungswissenschaften	German	French	Tagalog	Tagalog	1	11.0	No			0.0		B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	4.5 / 6	French	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Written	14	14. Chaplin	written_online	900.0	Outside classroom		The short movie is about Charlie Chaplin finding a baby and searching for its parents. In the first sequence one can see Charlie Chaplin lighting a cigarette. By doing so he suddenly notices a baby besides the bins on the ground. He is not able to identify the parents of the baby. As he sees a woman passing by with a stroller, he suggests that it could be the mother of the baby. So he layed the baby in to the stroller. It turned out that it was not her baby. As a consequence she started mocking at Charlie, so he had to take it out of the stroller again. As he had no other idea where to place down the baby, he layed it back to the place he found the baby. But this move failed again. A officer cought him laying down the baby on the floor so he had to pick up the baby again. Once more he is disperately thinking of an other option. He encounters an old man, which he could hand over the baby with a ruse and flees right afterwards. This olderly man then sees the woman with the stroller, and puts it in the stroller as Charlie had done before. Therfore the woman suggested Charlie the one ho had put the baby in her stroller as Charlie crossed her way. She hits him with a umbrella and gives him back the baby. Charlie gives up and now realises that it is  an orphan baby as he finds a small letter which says to please take care of that orphan baby.		{'The': 1, 'short': 1, 'movie': 1, 'is': 4, 'about': 1, 'Charlie': 7, 'Chaplin': 2, 'finding': 1, 'a': 9, 'baby': 15, 'and': 5, 'searching': 1, 'for': 1, 'its': 1, 'parents': 2, '.': 17, 'In': 1, 'the': 24, 'first': 1, 'sequence': 1, 'one': 2, 'can': 1, 'see': 1, 'lighting': 1, 'cigarette': 1, 'By': 1, 'doing': 1, 'so': 3, 'he': 12, 'suddenly': 1, 'notices': 1, 'besides': 1, 'bins': 1, 'on': 2, 'ground': 1, 'He': 2, 'not': 2, 'able': 1, 'to': 7, 'identify': 1, 'of': 5, 'As': 3, 'sees': 2, 'woman': 3, 'passing': 1, 'by': 1, 'with': 4, 'stroller': 6, ',': 5, 'suggests': 1, 'that': 4, 'it': 6, 'could': 2, 'be': 1, 'mother': 1, 'So': 1, 'layed': 2, 'in': 3, 'It': 1, 'turned': 1, 'out': 2, 'was': 1, 'her': 3, 'consequence': 1, 'she': 1, 'started': 1, 'mocking': 1, 'at': 1, 'had': 5, 'take': 2, 'again': 3, 'no': 1, 'other': 2, 'idea': 1, 'where': 1, 'place': 2, 'down': 2, 'back': 2, 'found': 1, 'But': 1, 'this': 1, 'move': 1, 'failed': 1, 'A': 1, 'officer': 1, 'cought': 1, 'him': 3, 'laying': 1, 'floor': 1, 'pick': 1, 'up': 2, 'Once': 1, 'more': 1, 'disperately': 1, 'thinking': 1, 'an': 3, 'option': 1, 'encounters': 1, 'old': 1, 'man': 2, 'which': 2, 'hand': 1, 'over': 1, 'ruse': 1, 'flees': 1, 'right': 1, 'afterwards': 1, 'This': 1, 'olderly': 1, 'then': 1, 'puts': 1, 'as': 3, 'done': 1, 'before': 1, 'Therfore': 1, 'suggested': 1, 'ho': 1, 'put': 1, 'crossed': 1, 'way': 1, 'She': 1, 'hits': 1, 'umbrella': 1, 'gives': 2, 'now': 1, 'realises': 1, ' ': 1, 'orphan': 2, 'finds': 1, 'small': 1, 'letter': 1, 'says': 1, 'please': 1, 'care': 1}	{'DET': 42, 'ADJ': 9, 'NOUN': 48, 'AUX': 12, 'ADP': 29, 'PROPN': 10, 'VERB': 43, 'CCONJ': 6, 'PRON': 33, 'PUNCT': 22, 'ADV': 17, 'SCONJ': 11, 'PART': 7, 'NUM': 1, 'SPACE': 1}
Learners	DE_WR_B2_21_13_14_TS	2019	42 / 60	70.0	B2 (upper intermediate)	Female	21	Universität Bremen	2 Fächer Bachelor Gyo	Kunst und Englisch	German	English	German	German	8	13.0	No			0.0		C1 (lower advanced)	C2 (upper advanced)	C2 (upper advanced)	B2 (upper intermediate)	5.25 / 6						Written	14	14. Chaplin	written_online	20.0	Outside classroom	Bilingual dictionary (German/English)	Charlie Chaplin walks through the streets while some residents throw trash outside their windows. Suddenly he gets hit by some of the trash a neighbour threw out and complained. As he looked down to clean himself up and light another cigar, he notices the babys cries and lift it up. In the exact moment a woman with a stroller and her own baby walks into the background of the scene, Chaplin thought that she might accidently lost her child and wanted to return it. He put the baby he just found into the stroller and implied that she dropped something, the mother reacts furious and wants him to take the baby and leave. As he walked back to the spot where he had found the baby, a police officer walked in. Chaplin notices him and picks the baby up again because he didn't want to get into trouble for abandoning the baby. He walks around the corner and notices an older man,  suddenly he had an idea how to get rid of the child for his own sake. He asked the man to hold the baby while he ties his shoe laces, he agreed and as soon as he seemed distracted Chaplin ran away. He hid in a parking lot, confused the older man searches for him and came across the stroller with a baby inside and just laid the baby he just recieved inside. As Chaplin wanted to leave the scene, the Police Officer appeared again and he knowingly avoids him. Thus he walks by the woman with the stroller, that noticed that the baby was inside her stroller again, she assumed that Chaplin had dropped it in there again and furiously attacks him with her umbrella. Angrily she drags him to the stroller and shouts at him, that he should take the baby and leave. Once again the police officer stepped into the scene and the woman seems to try to get his help but decided just to leave. Chaplin leaves the scene as well and decided to sit down on the roadside with the baby on his lap. He contemplates wherever he should get rid of the baby and looked suspiciously into the sewerage. He declined that thought and turned the baby into another position in his arms and notices a small letter in which is written that this baby is a orphan, a child without living parents and that someone should take care for the baby and treat it with love. As he realised the sad fate of this baby, he smiled at it and interacted with it quite caring and leaves the scene.		"{'Charlie': 1, 'Chaplin': 7, 'walks': 4, 'through': 1, 'the': 40, 'streets': 1, 'while': 2, 'some': 2, 'residents': 1, 'throw': 1, 'trash': 2, 'outside': 1, 'their': 1, 'windows': 1, '.': 18, 'Suddenly': 1, 'he': 18, 'gets': 1, 'hit': 1, 'by': 2, 'of': 5, 'a': 9, 'neighbour': 1, 'threw': 1, 'out': 1, 'and': 26, 'complained': 1, 'As': 4, 'looked': 2, 'down': 2, 'to': 13, 'clean': 1, 'himself': 1, 'up': 3, 'light': 1, 'another': 2, 'cigar': 1, ',': 13, 'notices': 4, 'babys': 1, 'cries': 1, 'lift': 1, 'it': 6, 'In': 1, 'exact': 1, 'moment': 1, 'woman': 3, 'with': 7, 'stroller': 6, 'her': 4, 'own': 2, 'baby': 17, 'into': 6, 'background': 1, 'scene': 5, 'thought': 2, 'that': 9, 'she': 4, 'might': 1, 'accidently': 1, 'lost': 1, 'child': 3, 'wanted': 2, 'return': 1, 'He': 6, 'put': 1, 'just': 4, 'found': 2, 'implied': 1, 'dropped': 2, 'something': 1, 'mother': 1, 'reacts': 1, 'furious': 1, 'wants': 1, 'him': 7, 'take': 3, 'leave': 4, 'walked': 2, 'back': 1, 'spot': 1, 'where': 1, 'had': 3, 'police': 2, 'officer': 2, 'in': 5, 'picks': 1, 'again': 5, 'because': 1, 'did': 1, ""n't"": 1, 'want': 1, 'get': 4, 'trouble': 1, 'for': 4, 'abandoning': 1, 'around': 1, 'corner': 1, 'an': 2, 'older': 2, 'man': 3, ' ': 1, 'suddenly': 1, 'idea': 1, 'how': 1, 'rid': 2, 'his': 5, 'sake': 1, 'asked': 1, 'hold': 1, 'ties': 1, 'shoe': 1, 'laces': 1, 'agreed': 1, 'as': 3, 'soon': 1, 'seemed': 1, 'distracted': 1, 'ran': 1, 'away': 1, 'hid': 1, 'parking': 1, 'lot': 1, 'confused': 1, 'searches': 1, 'came': 1, 'across': 1, 'inside': 3, 'laid': 1, 'recieved': 1, 'Police': 1, 'Officer': 1, 'appeared': 1, 'knowingly': 1, 'avoids': 1, 'Thus': 1, 'noticed': 1, 'was': 1, 'assumed': 1, 'there': 1, 'furiously': 1, 'attacks': 1, 'umbrella': 1, 'Angrily': 1, 'drags': 1, 'shouts': 1, 'at': 2, 'should': 3, 'Once': 1, 'stepped': 1, 'seems': 1, 'try': 1, 'help': 1, 'but': 1, 'decided': 2, 'leaves': 2, 'well': 1, 'sit': 1, 'on': 2, 'roadside': 1, 'lap': 1, 'contemplates': 1, 'wherever': 1, 'suspiciously': 1, 'sewerage': 1, 'declined': 1, 'turned': 1, 'position': 1, 'arms': 1, 'small': 1, 'letter': 1, 'which': 1, 'is': 2, 'written': 1, 'this': 2, 'orphan': 1, 'without': 1, 'living': 1, 'parents': 1, 'someone': 1, 'care': 1, 'treat': 1, 'love': 1, 'realised': 1, 'sad': 1, 'fate': 1, 'smiled': 1, 'interacted': 1, 'quite': 1, 'caring': 1}"	{'PROPN': 10, 'VERB': 85, 'ADP': 47, 'DET': 56, 'NOUN': 74, 'SCONJ': 18, 'PRON': 58, 'PUNCT': 31, 'ADV': 29, 'AUX': 13, 'CCONJ': 27, 'PART': 12, 'ADJ': 10, 'SPACE': 1}
Learners	DE_WR_B2_29_20_14_ER	2018	42 / 60	70.0	B2 (upper intermediate)	Female	29	Universität Bremen	Bachelor mit Option auf Lehramt	English - Speaking Culture, Religionspädagogik	German	German	Thai	German	9	20.0	No			0.0		B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	4.5 / 6						Written	14	14. Chaplin	written_online	8.0	Both inside and outside classroom	Spellchecker	In the beginning Chaplin got almost hit by something that came from above. Due to the shock, he decided to smoke a cigarette. Furthermore, he found a baby and until the end of the film he tried to put the baby back in the baby carriage. The baby carriage belongs to a woman, which he thought, is the mother of the baby. Further protagonists are a police officer and a homeless man. The story ends with Chaplin going away with the baby.		{'In': 1, 'the': 9, 'beginning': 1, 'Chaplin': 2, 'got': 1, 'almost': 1, 'hit': 1, 'by': 1, 'something': 1, 'that': 1, 'came': 1, 'from': 1, 'above': 1, '.': 6, 'Due': 1, 'to': 4, 'shock': 1, ',': 4, 'he': 4, 'decided': 1, 'smoke': 1, 'a': 5, 'cigarette': 1, 'Furthermore': 1, 'found': 1, 'baby': 6, 'and': 2, 'until': 1, 'end': 1, 'of': 2, 'film': 1, 'tried': 1, 'put': 1, 'back': 1, 'in': 1, 'carriage': 2, 'The': 2, 'belongs': 1, 'woman': 1, 'which': 1, 'thought': 1, 'is': 1, 'mother': 1, 'Further': 1, 'protagonists': 1, 'are': 1, 'police': 1, 'officer': 1, 'homeless': 1, 'man': 1, 'story': 1, 'ends': 1, 'with': 2, 'going': 1, 'away': 1}	{'ADP': 12, 'DET': 16, 'NOUN': 20, 'PROPN': 2, 'AUX': 3, 'ADV': 5, 'VERB': 11, 'PRON': 7, 'PUNCT': 10, 'PART': 2, 'CCONJ': 2, 'ADJ': 2}
